stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Project\Gamroo\bin\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.73068] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.73397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.73425] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.73763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.73789] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.74126] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.74151] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.74727] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.74753] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.75095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.75124] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.75472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.75499] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.75848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.75874] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.76202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.76228] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.76586] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.76620] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.76965] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.76994] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.77335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.77362] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.77702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.77728] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.78070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.78097] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.78442] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.78468] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.78810] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.78835] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.79172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.79202] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.79564] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.79606] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.79951] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.79976] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.80335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.80371] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.80739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.80774] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.81113] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.81139] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.81479] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.81506] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.81838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.81865] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.82340] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.82366] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.82776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.82803] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.83132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.83157] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.83498] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.83525] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.83863] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.83892] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.84247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.84274] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.84738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.84764] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.85104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.85130] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.85467] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.85495] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.85837] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.85865] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.86191] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.86217] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.86560] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.86588] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.86931] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.86957] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.87302] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.87328] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.87663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.87690] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.88035] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.88061] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.88399] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.88425] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.88763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.88791] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.89129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.89155] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.89496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.89522] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.89867] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.89894] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.90232] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.90258] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.90600] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.90626] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.90966] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.90993] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.91334] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.91360] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.91823] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.91851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.92281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.92306] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.92644] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.92679] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.93089] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.93114] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.93461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.93489] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.93829] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.93856] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.94206] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.94242] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.94571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.94597] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.94944] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.94974] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.95315] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.95341] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.95685] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.95711] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.96046] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.96073] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.96411] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.96436] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.96777] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.96803] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.97142] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.97170] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.97513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.97539] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.97876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.97903] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.98246] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.98273] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.98609] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.98635] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.98976] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.99002] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.99347] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.99379] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.99718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.99744] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.00087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.00113] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.00450] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.00476] _al_d3d_sync_bitmap (video) ref count == 2
